text;expected_sentiment
THESE CRACKERS ARE HORRIBLE...ITS LIKE EATING A MOUTHFUL OF ROCKS.  there IS NO FLAVOR. iM SURPRISED KEEBLER USUALLY HAS GREAT COOKIES AND CRACKERS.  SORRY BUT I WOULD NOT BUY THEM AGAIN...;negative
Sour, like water. Try Rosebud jelly which is the best I've found anywhere.;negative
I was tired cut , dry and roast my self do I tried to buy this. expensive for me and taste not that good. I want to roast burdock root my self,;negative
It is the worst one I have bought. I used one and threw the rest out.;negative
Melts fine but smells old like its been stored forever. Cacao butter I had in my cabinet for 3 years smelled better;negative
Peculiar taste. Could hardly keep it down. Will not buy again. VIVA tastes much better. Vile, had to throw it out after a couple months of trying to get it down. NOT GOOD;negative
I ordered these sugar free Gummi Bears, but was delivered 5 lbs. of regular gummi bears with corn syrup and beet sugar instead.;negative
no ginger in it.. ugh taste never again;negative
There is very little peach flavor in this product. I tried this product because the Sweet Stevia brand drops i use does not have a peach flavor.  I will not repurchase.;negative
Coffee tasted good but it actually keeps me awake for a very long time. For a total of $15.00 I expected it to work.;negative
Failed to mention they are from China.;negative
I am not fully convinced of UMF hype and really don't like the strong chemical/medicine smell and taste of this product.;negative
Comes in and stay liquid. I need something that will spread as well. Yuck.;negative
The jerky was old and in crumbs. Opened a bunch of bags just to see if they were all the same - they were.;negative
First ingredient is Cane Sugar and it tastes like it, not even a hint of how coconut water should taste.;negative
"Overpriced and over rated! I followed the directions to the ""T"" and they really didn't turn out that great. Takes a lot of prep time and the results are not that great. Meh.";negative
"Sorry
I'm a coffee lover for sure, but this tasted like dirt.  I'm leary of trying another of their coffees.";negative
"If you are one of those folks that eats food for the taste, then this is NOT the granola bar to buy!
If you like saw dust, this is perfect!";negative
not as advertised, imitation vanilla, carmel brown?? some pure vanilla, another ingredient...sugar?? maybe;negative
The pop has a different flavor. My daughter like it but I guess I prefer the Charm Sweet Pops. I had to tell parents to watch their kids because the sucker comes off the stick and becomes a choking hazard.;negative
These had an expiration date of Dec 2016, but they were stale.;negative
Not happy with the taste. I purchased based on the reviews. Just a slight taste test made my head hurt.;negative
Does not contain the sheep sorrel ROOT which is an essential ingredient if you want the true essiac tea with the original formula.;negative
These sticks used to be better.  I once raved about these as this was my fourth or fifth time purchasing.  The last 2 have been notably fattier.  I'm not sure I will buy them again.;negative
Yuck ! Not at all what I expected ! Doesn't taste like any tonic I have ever had, bitter!;negative
I didn't realize this product is made in China. I don't want to eat something from china because I don't know what is in the product. Amazon refunded my money;negative
Tastes horrible. I normally drink raw lemon juice that's fresh squeezed and organic and this tastes  really really bad compared to that.;negative
did not care for and saw a chef on tv using it but nothing special;negative
The rest of the soup was good but, as usual with canned chicken soup, the chicken was questionable. Why is it so hard to get decent chicken in canned chicken soup?;negative
Had two bites of the Chicken & Dumplings..then threw it away...;negative
for this is hard to use without spattering tea everywhere. I got the white silicone, which stains.;negative
Dry and not as delicious as the picture.;negative
"When I received the taffy it was melted and vary hard to separate from paper cover.
Had to freeze them to get some of them to open easier.
Won't order any more.
To much waist stick to the cover paper.";negative
whole wheat not as tasty as annie's regular shells and cheese.;negative
"WAY too sweet.  Maybe it's me, because I've been Primal/Paleo for three years and I find a raw carrot or green bean very sweet, so to me these ""cookies"" are overpoweringly sweet.  I would not buy these again.";negative
"These chips are too salty!!!
I like the crunch, size of the bags, and variety.
But i cannot finish the case due to how salty these chips are.";negative
This coffee tasted good but made me feel tired everytime I drank it, it was odd but I didn't feel the caffeine boost I normally get from coffee.;negative
Ours were stale and had to file a claim;negative
arrived melted and useless for third time. I give up...;negative
The walnuts were rancid and tasted bad what can we do about it;negative
tended to use too much....not good for us;negative
its ok. I have been whole food plant based for over a year now and still have not found a mac and cheese that I like.;negative
The flavor is OK but it won't stick to popcorn less you drown it in butter, which I don't.  I tried it on a baked potato and had to throw it out.  Just could not find a use for it.;negative
"I was disappointed with this product.  You have to use way too much to get any taste and then it is very mild.
Will not order again.
Kay overby";negative
Really STRONG gingerbread flavor.  Too much for my taste.;negative
Not happy that you no longer have fat-free in subscribe and save program.;negative
2 much water.  tastes grainy and very DULL;negative
17 days for delivery all chocolate melted;negative
